# Program:featureCounts v2.0.4; Command:"/media/secondary/apps/subread-2.0.4-Linux-x86_64/bin/featureCounts" "-a" "../1_refs/Saccharomyces_cerevisiae.R64-1-1.108.gtf" "-s" "2" "-T" "6" "-p" "-o" "allSamples.featureCounts.txt" "RNA_S6614Nr10.bam" "RNA_S6614Nr11.bam" "RNA_S6614Nr12.bam" "RNA_S6614Nr13.bam" "RNA_S6614Nr14.bam" "RNA_S6614Nr15.bam" "RNA_S6614Nr16.bam" "RNA_S6614Nr17.bam" "RNA_S6614Nr18.bam" "RNA_S6614Nr1.bam" "RNA_S6614Nr2.bam" "RNA_S6614Nr3.bam" "RNA_S6614Nr4.bam" "RNA_S6614Nr5.bam" "RNA_S6614Nr6.bam" "RNA_S6614Nr7.bam" "RNA_S6614Nr8.bam" "RNA_S6614Nr9.bam" 
Geneid	Chr	Start	End	Strand	Length	RNA_S6614Nr10.bam	RNA_S6614Nr11.bam	RNA_S6614Nr12.bam	RNA_S6614Nr13.bam	RNA_S6614Nr14.bam	RNA_S6614Nr15.bam	RNA_S6614Nr16.bam	RNA_S6614Nr17.bam	RNA_S6614Nr18.bam	RNA_S6614Nr1.bam	RNA_S6614Nr2.bam	RNA_S6614Nr3.bam	RNA_S6614Nr4.bam	RNA_S6614Nr5.bam	RNA_S6614Nr6.bam	RNA_S6614Nr7.bam	RNA_S6614Nr8.bam	RNA_S6614Nr9.bam
YPL106C	XVI	350194	352275	-	2082	39289	56947	31906	44569	36316	30920	30815	44971	33037	34165	40016	167572	102316	31007	54381	41787	81556	28832
YPR085C	XVI	708497	709828	-	1332	380	739	458	895	413	484	645	688	463	684	603	1128	826	371	611	597	900	438
YPL008W	XVI	539385	541970	+	2586	970	1484	1042	1236	1193	1124	1088	1246	1102	1024	1381	2220	1697	958	1059	1279	1602	1030
YPR152C	XVI	832061	833458	-	1398	329	577	806	691	287	601	412	620	461	784	592	1880	757	203	873	511	932	621
YPL212C	XVI	151515	153149	-	1635	424	981	767	2721	455	1042	1993	1670	1343	2188	824	3116	2582	479	1160	1773	1609	1320
YPL119C	XVI	324411	326264	-	1854	245	226	150	179	217	90	74	198	90	350	447	694	192	92	362	133	532	113
YPL078C	XVI	408010	408744	-	735	7700	8745	5544	6227	7561	7099	5274	5904	6121	8837	8606	17341	12351	6463	7987	5935	11364	5814
YPL195W	XVI	176223	179021	+	2799	2769	3094	1886	2447	3229	2230	2438	2901	2728	3718	3635	6729	4733	2179	2962	2841	4145	2291
YPL025C	XVI	502473	503030	-	558	58	94	48	59	63	77	60	55	49	38	87	107	51	73	23	47	65	32
YPR060C	XVI	674861	675631	-	771	985	1421	1076	1151	1121	1327	1029	1197	1206	1454	1234	2841	2103	800	1302	1233	1631	1134
YPL199C	XVI	172033	172755	-	723	1470	2526	1561	3114	1477	1722	2084	2715	1680	3163	2912	5969	3545	1307	2588	2333	4642	1969
YPL228W	XVI	118382	120031	+	1650	967	1330	801	1211	893	1092	1009	1407	985	2021	1754	4133	1799	691	1736	1207	2244	1213
YPL018W	XVI	517651	518760	+	1110	140	232	233	345	162	175	198	221	199	318	223	585	243	102	277	268	361	243
YPL259C	XVI	51244	52671	-	1428	1439	2424	1462	2588	1373	1536	1688	2253	1519	2791	2775	4969	2351	763	2603	2066	3337	1809
YPR150W	XVI	830999	831520	+	522	243	438	377	199	326	328	199	184	255	223	319	469	157	266	289	260	327	243
YPL072W	XVI	418512	420011	+	1500	535	839	520	714	605	534	539	775	682	841	1225	1583	1017	596	734	795	1422	663
YPL130W	XVI	304387	305058	+	672	12	20	9	29	17	26	18	22	15	6	20	33	16	34	17	14	27	11
YPR179C	XVI	893797	895764	-	1968	2116	2351	1153	1797	2550	1513	1629	2185	1775	2653	3169	4719	3321	2201	2170	2011	3557	1571
YPR096C	XVI	724842	725144	-	303	18	30	22	35	17	56	48	45	40	53	50	62	28	13	40	35	48	15
YPL028W	XVI	498096	499292	+	1197	3238	5286	4590	4839	3337	4582	3561	4579	4017	6096	5342	13076	5567	2054	6419	4585	8864	4713
YPL174C	XVI	220167	222773	-	2607	701	1073	587	1208	749	708	991	1383	731	1234	1284	2145	1344	568	984	1137	1465	776
YPR031W	XVI	631515	633761	+	2247	336	548	402	768	406	483	655	659	552	851	648	1355	1034	242	612	682	837	494
YPL257W-A	XVI	56748	58070	+	1323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPR158W-A	XVI	844709	846031	+	1323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL257W-B	XVI	56748	62016	+	5269	2	3	4	15	8	5	9	10	7	10	12	44	53	11	6	13	32	6
YPR158C-D	XVI	850989	856257	-	5269	344	621	352	861	358	443	819	583	357	784	988	1956	1592	473	821	1176	1696	456
YPR137C-A	XVI	808947	810269	-	1323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPR137C-B	XVI	805001	810269	-	5269	13	33	25	24	27	13	65	39	21	39	28	89	73	5	34	44	105	23
YPR158W-B	XVI	844709	849980	+	5272	28	53	37	87	26	32	79	69	35	54	96	111	61	24	60	48	110	29
YPL060C-A	XVI	437333	442742	-	5410	44	41	16	38	35	22	58	52	32	40	45	69	45	23	20	30	38	33
YPR158C-C	XVI	854935	856257	-	1323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YMR172W	XIII	605981	608140	+	2160	514	1006	652	1334	559	604	805	1038	744	960	918	1871	1129	426	949	889	1568	595
YMR027W	XIII	325877	327289	+	1413	3093	4595	2537	4241	2724	2930	2369	3847	2598	4609	5114	9621	5271	2256	4845	3273	6929	3146
YML089C	XIII	91041	91409	-	369	8	17	11	8	13	1	12	9	6	12	21	32	14	25	25	17	26	5
YMR290C	XIII	850074	851591	-	1518	254	549	457	1099	130	718	897	712	619	1558	350	1866	1512	131	797	915	799	834
YMR139W	XIII	546125	547237	+	1113	2015	2170	1581	1516	1819	1494	1228	1834	1707	2157	2626	5089	2780	1273	2220	1781	2949	1479
YMR191W	XIII	645656	646777	+	1122	1543	1592	1218	1044	990	1023	648	896	804	1493	1336	3119	1576	675	1521	787	1776	846
YMR244C-A	XIII	758517	758831	-	315	1098	1375	825	1122	1288	1020	921	1172	1154	1349	1734	2809	1774	1228	1201	907	2327	1076
YMR091C	XIII	450058	451365	-	1308	1735	2182	1490	1989	1743	1910	1760	2169	2064	2877	2398	5706	3647	1332	2403	2221	3467	1824
YMR173W-A	XIII	608897	610081	+	1185	324	382	245	249	289	249	163	250	228	335	387	633	618	224	285	203	361	178
YMR180C	XIII	622251	623213	-	963	2710	2909	1944	1262	2101	1510	707	1010	1037	1346	2075	2335	1082	1246	1251	841	1938	926
YML020W	XIII	231149	233143	+	1995	650	1026	749	1148	616	729	905	1020	830	1207	1237	2313	1183	396	1078	1050	1604	781
YML088W	XIII	92235	94241	+	2007	669	1258	677	1268	640	654	659	1023	576	991	1075	2209	1000	508	1104	774	1407	671
YML077W	XIII	111865	112344	+	480	1188	1846	1188	1597	1594	1493	1533	1660	1346	1651	1935	3621	2433	1428	1501	1542	2575	1346
YML125C	XIII	20761	21699	-	939	1333	4386	3045	4712	1347	2744	3903	4264	2882	2912	3598	5943	4544	1787	3248	4182	6347	3173
YMR318C	XIII	911061	912143	-	1083	2166	3678	2510	4089	1940	2619	2738	2843	2348	3939	3118	7681	4761	1422	3242	3152	4702	2554
YMR115W	XIII	497704	499209	+	1506	2680	2399	1322	1492	2660	1869	1589	2004	1991	2189	2614	5034	3656	2107	2041	1792	3277	1446
YMR266W	XIII	798518	801379	+	2862	4644	8252	8190	6844	3452	6692	7797	8778	7298	6777	8008	12953	8572	2806	8116	10862	10966	6665
YML057W	XIII	160180	161994	+	1815	3386	4283	2758	3638	3186	2497	2031	2982	2346	3671	4053	7142	3755	1903	3736	2456	5031	2164
YML055W	XIII	164790	165326	+	537	2584	3961	3119	3318	3241	3057	2831	3376	3027	3133	3891	5096	3817	2284	2720	3179	4730	2715
YMR105C	XIII	475897	477606	-	1710	24518	16361	7591	3450	17804	7172	2171	7447	8327	18726	20883	49362	10535	9691	22665	4843	22088	7094
YMR268C	XIII	802888	804222	-	1335	348	504	302	513	436	331	426	421	382	588	476	739	583	300	362	441	571	339
YML133W-B	XIII	827	1309	+	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YML090W	XIII	90744	91130	+	387	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0
YML101C	XIII	69735	70088	-	354	1117	1803	1752	1262	1123	1424	1028	1122	944	1409	1283	3752	1557	800	2089	982	2156	1305
YMR012W	XIII	291134	294967	+	3834	3257	4172	2591	3687	3100	3011	3307	4570	3708	4476	4953	9823	6025	2652	3444	4407	6212	3074
tY(GUA)M2	XIII;XIII	837928;837981	837966;838016	+;+	75	4	5	0	0	0	0	1	2	0	0	2	0	0	7	2	0	0	0
YMR202W	XIII	667537	668205	+	669	2468	6488	8167	6647	2415	5885	6513	6230	6110	6243	5521	13408	6904	2411	6621	6645	10094	7288
YMR083W	XIII	434788	435915	+	1128	4964	9017	5453	12029	4903	7742	6513	9519	6742	17957	11366	37759	17675	4295	16827	9847	19920	11440
snR76	XIII	297725	297833	+	109	76	95	80	88	66	67	122	103	88	92	136	126	91	38	80	146	114	66
YMR017W	XIII	307489	308682	+	1194	69	71	42	42	115	50	32	49	58	38	110	103	35	100	52	58	78	31
YML085C	XIII;XIII	97941;99376	99259;99400	-;-	1344	4394	7718	5806	7406	4153	6694	5747	6355	5148	10746	7324	22081	9314	2677	9919	6859	13319	6730
YML013W	XIII	244149	245903	+	1755	1228	2251	1210	2054	909	964	1182	1995	1128	1656	2054	3420	1592	611	1978	1252	3011	1144
YMR224C	XIII	718575	720653	-	2079	248	415	276	524	291	241	441	491	338	515	470	1048	561	182	547	446	768	295
YMR059W	XIII	391099	391485	+	387	1186	1051	764	1005	1958	1113	1283	786	1058	1414	958	2092	1745	1349	891	1007	1410	764
YMR072W	XIII	411569	412120	+	552	4171	8370	5293	5789	4181	7294	4618	6526	5243	11294	8131	20320	9207	2983	9204	5497	12233	8123
YMR304W	XIII	874987	878679	+	3693	1956	2494	1245	2374	1623	1333	1381	2617	1486	2608	3171	5575	2338	1003	2733	1866	3627	1438
YML087C	XIII	94431	95369	-	939	263	397	179	372	412	272	334	504	280	485	862	773	494	331	382	443	972	387
YMR195W	XIII	654034	654417	+	384	3970	2561	3089	4102	6884	5339	3833	2917	5784	9547	4057	11649	5633	3036	3922	3084	4938	4112
YMR240C	XIII	749930	751240	-	1311	678	1029	767	1471	935	830	877	1035	790	1016	933	2216	1378	622	849	1134	1403	756
YMR308C	XIII	888952	892221	-	3270	1871	2878	2274	3545	1854	2475	2922	3252	3087	3804	2763	6895	5248	1530	2620	3953	3873	2763
YML001W	XIII	267174	267800	+	627	22269	21128	16847	12825	33838	23054	20976	14012	24915	15115	18770	28692	24803	25716	13794	18095	21669	14173
YML114C	XIII	42043	43575	-	1533	543	931	654	1396	496	623	836	1023	744	1410	1110	2750	1358	323	1224	1050	1865	810
YMR319C	XIII	912880	914538	-	1659	902	1741	773	7597	2295	1375	2210	4749	1760	4010	6668	4130	3360	2352	3105	3210	5448	2706
YML075C	XIII	115734	118898	-	3165	1594	2927	2241	2762	1617	2090	2018	2746	2330	1858	2640	3974	2085	1048	2509	2429	3568	2223
YMR075W	XIII	413982	416036	+	2055	1996	2263	1458	1568	2453	1662	1404	1956	1756	1835	2714	3539	2659	1733	1633	1716	2375	1357
YML129C	XIII	14541	14753	-	213	1331	2165	1381	1594	1222	1462	1051	1539	1165	2449	2987	4757	1850	938	2552	1299	4370	1773
YML073C	XIII;XIII	123227;124158	123742;124172	-;-	531	10059	18022	14214	20098	10254	18462	19103	17534	17362	28317	16464	46253	43146	10488	19985	21595	23587	19863
YMR149W	XIII	560996	561856	+	861	2869	7388	6356	6578	2954	4895	5398	7571	5776	5589	6633	10320	6270	2525	6399	6779	10099	6141
YMR233W	XIII	739185	739865	+	681	736	880	584	793	1006	894	919	737	931	1242	1094	2050	1517	878	740	862	1157	804
YMR048W	XIII	366981	367934	+	954	307	523	403	538	331	412	373	402	344	677	428	1416	615	212	655	424	814	484
YML030W	XIII	216435	216914	+	480	1708	1520	989	1052	1872	1184	999	1194	1288	1802	2160	3000	1842	1343	1634	1177	2707	1265
YMR118C	XIII	502144	502734	-	591	37	27	20	27	25	8	11	15	11	14	50	17	6	27	21	12	28	9
YMR260C	XIII	789378	789839	-	462	8297	10750	9145	9350	9238	13008	11707	9517	12113	13820	9380	25297	24385	8692	9790	11558	14218	10359
YMR135W-A	XIII	539911	540444	+	534	0	5	0	2	8	2	0	2	2	0	4	0	2	0	4	0	2	0
tM(CAU)M	XIII	572883	572955	-	73	16	11	13	11	26	12	14	17	17	11	11	5	12	16	9	20	18	8
YML056C	XIII;XIII	162194;163717	163308;164176	-;-	1575	1278	2393	2101	4574	992	2203	3895	2780	2385	4197	1980	5554	5564	903	2472	4167	3524	2333
YML064C	XIII	145139	145876	-	738	471	822	728	1005	458	732	673	826	700	1187	960	2389	979	395	1107	814	1493	865
YML132W	XIII	7244	8383	+	1140	345	453	250	317	472	366	213	362	288	318	408	531	496	375	334	243	409	246
YML113W	XIII	44045	44791	+	747	71	229	178	504	62	166	289	280	191	402	137	472	378	73	200	249	361	232
YML058W-A	XIII	158760	158966	+	207	122	162	121	215	114	124	101	100	98	116	164	187	110	75	125	81	196	109
YMR136W	XIII	541199	542881	+	1683	1199	1119	1499	873	1516	1926	1439	1374	2283	3763	2694	4923	2483	1054	2259	2153	2296	2054
YML091C	XIII	87123	90731	-	3609	2452	1709	995	1220	1935	1218	1441	2026	1639	3536	4303	6584	2238	1373	3265	1958	3601	1608
YMR199W	XIII	662644	664284	+	1641	3142	4976	3429	6532	3993	3202	3203	3975	2076	3402	3693	4425	3175	1418	2073	2694	4267	1795
YMR286W	XIII	841942	842202	+	261	1382	1695	1197	1781	1956	1314	1439	1826	1263	1946	2795	3283	1921	1374	1592	1463	3176	1314
YMR025W	XIII	323300	324187	+	888	339	311	205	281	435	269	277	282	228	433	523	624	390	209	440	276	494	274
YMR112C	XIII	494100	494495	-	396	3164	2015	1395	1294	4465	2362	1865	1322	2527	1550	1820	4935	3868	3934	1250	1363	2251	1168
YML127W	XIII	17064	18809	+	1746	1216	1736	1354	1749	1177	1359	1541	1817	1434	2456	2047	4827	2496	759	2267	1860	3057	1460
YML005W	XIII	260221	261609	+	1389	455	627	454	834	541	447	572	639	428	736	662	1175	841	375	515	541	923	419
YMR160W	XIII	575066	577516	+	2451	942	1172	656	1006	680	719	782	1117	693	1462	1413	2804	1250	412	1462	1069	1808	853
YMR046W-A	XIII	362702	362830	+	129	143	192	181	154	349	176	192	158	167	132	194	209	173	246	149	228	123	136
YMR096W	XIII	458408	459301	+	894	3690	5915	5189	22892	7158	8808	8784	9025	7417	17954	12539	34271	18417	5578	14608	13198	24724	10713
YML133C	XIII;XIII	461;3891	3791;4684	-;-	4125	33	46	29	138	24	46	80	75	38	119	109	145	70	15	111	78	163	50
YMR246W	XIII	759807	761891	+	2085	736	1351	1135	2542	659	1656	1878	1832	1530	2559	1608	6270	2387	688	2552	1837	3461	1966
YMR052C-A	XIII	380069	380434	-	366	24	16	14	9	19	19	5	8	10	16	13	12	14	10	17	12	2	17
YMR120C	XIII	507502	509280	-	1779	3640	6461	7077	5829	3026	9449	6360	7390	9639	19135	6942	53635	20201	3749	17372	11281	19647	14968
YMR052W	XIII	379586	380200	+	615	651	784	389	607	760	494	515	763	447	663	1041	1503	944	561	680	567	1031	442
YML100W-A	XIII	70138	70311	+	174	203	223	192	61	194	121	55	75	110	62	92	209	27	94	128	50	153	55
YML049C	XIII	174220	178305	-	4086	956	1321	749	1335	1036	853	924	1349	962	1184	1599	2474	1297	670	1301	1057	1696	762
YMR065W	XIII	399702	401216	+	1515	879	889	675	960	1573	961	1251	1093	1166	1319	1644	2307	1778	1471	1002	1196	1871	747
YMR098C	XIII	460771	462609	-	1839	865	936	656	870	670	735	757	891	732	1322	1183	2498	1400	547	1189	870	1387	791
YMR302C	XIII	870073	872625	-	2553	2752	2755	1640	2241	2236	1692	1600	2418	2046	2663	2800	6009	3051	1601	2644	1973	3510	1570
YMR075C-A	XIII	415688	416053	-	366	36	41	41	21	32	53	24	27	35	33	21	58	73	18	14	50	17	16
YML060W	XIII	151871	153001	+	1131	179	302	273	340	173	356	275	218	310	313	161	440	406	82	237	248	212	252
YMR080C	XIII	426712	429627	-	2916	1117	1536	1042	1969	1183	1281	1530	1694	1234	2148	1849	4300	2582	909	1755	1602	2360	1373
YMR156C	XIII	570300	571016	-	717	261	377	180	286	248	241	235	311	217	386	499	658	456	261	405	312	589	263
YMR294W	XIII	856966	858087	+	1122	892	730	442	716	1011	550	654	725	782	678	850	1497	1092	669	585	686	1095	517
YMR167W	XIII	594886	597195	+	2310	428	555	320	668	374	306	508	695	413	719	748	1338	651	248	669	603	925	395
YMR242W-A	XIII	754297	754386	+	90	0	0	1	2	2	1	0	0	0	0	0	11	0	0	4	1	0	4
YMR079W	XIII;XIII	424989;425154	424997;426059	+;+	915	1170	2222	1711	2817	1195	2096	2147	2424	1978	3006	2301	4993	3762	982	2273	2590	3081	2137
YMR275C	XIII	815651	818581	-	2931	862	1356	775	1188	853	742	959	1458	846	1426	1477	2478	1282	502	1341	1145	1762	718
YMR100W	XIII	466300	468162	+	1863	2280	1979	1090	1945	2154	1399	1740	2548	1560	2536	3672	4399	2392	1227	2193	2057	4133	1416
YMR030W-A	XIII	337313	337603	+	291	20	22	12	18	16	14	14	15	27	11	27	42	24	10	17	22	12	12
YMR161W	XIII	577718	578392	+	675	1867	1778	1573	1263	2893	2059	1731	1170	2101	1804	1537	4829	2628	2028	2240	1346	2428	1595
YMR183C	XIII	626921	627808	-	888	1331	2429	1805	2851	1286	2120	2085	2785	2053	4075	2824	6823	3688	955	3310	2420	4350	2702
YML021C	XIII	229734	230813	-	1080	570	971	659	1019	565	788	611	806	655	957	790	1854	1144	430	828	764	1299	747
YML074C	XIII	120089	121324	-	1236	2319	3947	2335	4716	1974	2542	3268	3168	2506	6096	3555	10458	7318	1316	4411	4346	5374	3349
YMR157C	XIII	571277	572044	-	768	463	657	399	609	467	475	504	586	511	901	762	1480	912	440	781	578	1040	475
YMR110C	XIII	490394	491992	-	1599	5307	4434	2365	2154	3946	2811	1703	2876	2644	5037	5844	11982	5036	3044	5505	2411	6712	2643
YMR097C	XIII	459424	460527	-	1104	939	1239	773	891	922	803	727	1133	850	1545	1661	2605	1464	713	1340	1027	1881	858
YMR111C	XIII	492404	493792	-	1389	361	557	373	587	406	343	368	515	418	589	636	1164	560	234	556	386	853	371
YML011C	XIII	246895	247428	-	534	479	647	435	636	548	536	516	544	407	584	679	1125	748	503	635	594	1062	415
YMR064W	XIII	397903	399459	+	1557	1032	1867	1226	2190	1295	1237	1706	2013	1485	1808	1939	3017	2133	930	1773	1873	2139	1383
YML082W	XIII	101862	103811	+	1950	111	310	202	698	120	244	364	486	264	540	246	948	482	138	386	422	533	338
YMR300C	XIII	865559	867091	-	1533	1817	2930	2873	3464	2381	4703	3314	3227	4528	5631	3231	12279	6858	2273	4356	3891	5138	5066
YMR262W	XIII	793726	794667	+	942	968	1371	1324	1169	983	1172	791	1297	1265	2067	1772	4526	1383	569	2609	1025	2549	1299
YMR031C	XIII	332212	334743	-	2532	7217	5675	4122	3620	4609	4501	3326	5525	6021	7986	7789	18303	6814	2316	8766	5079	10259	5545
YMR016C	XIII	303236	305593	-	2358	324	847	765	1139	387	858	870	1127	866	923	922	2423	1171	241	914	1012	1487	806
YMR066W	XIII	401541	404237	+	2697	959	996	513	1212	1060	728	1155	1413	894	1357	2116	1900	1141	745	1161	1207	1654	716
YMR007W	XIII	279960	280340	+	381	25	33	49	21	65	53	64	38	78	29	53	61	34	31	43	57	60	55
YMR201C	XIII;XIII	665845;667018	666933;667044	-;-	1116	891	1081	704	1412	1056	679	974	1356	766	1198	1733	2230	1414	659	1184	1090	2015	722
YMR232W	XIII	736926	738959	+	2034	63	116	96	99	119	144	99	114	179	167	211	545	149	108	194	139	231	134
YMR200W	XIII	664752	665522	+	771	3184	6157	5294	5645	3353	5041	4181	5169	4205	5352	5527	8723	5669	2069	6002	4716	7829	4390
YMR297W	XIII	861922	863520	+	1599	17692	32463	20144	22470	15342	19304	12872	23722	17938	18855	29190	53016	21666	12945	34042	18783	46970	18303
YML026C	XIII;XIII	222987;223782	223380;223828	-;-	441	92264	116038	131983	76212	153607	173020	191566	75977	166415	101786	77015	203946	210877	170191	68078	154018	125101	98852
YML023C	XIII	226994	228664	-	1671	670	1192	747	1327	883	759	1013	1028	764	853	1175	1452	1274	960	675	957	1162	569
YMR143W	XIII;XIII	551928;552496	551951;552903	+;+	432	83168	88687	84587	61415	130787	121482	126289	60753	125523	77984	62549	153340	168068	132291	55075	100639	94497	68031
YMR073C	XIII	412268	412873	-	606	1120	1453	1116	1228	1343	1317	1246	1202	1332	1597	1591	2646	1953	1029	1353	1412	1950	1130
YML069W	XIII	135500	137158	+	1659	3292	4141	2892	3297	3638	3712	2843	3379	3745	4316	3884	10271	6808	2582	3578	3490	5294	3071
YML050W	XIII	173139	174074	+	936	541	564	356	350	655	400	374	466	416	573	720	991	611	633	460	469	917	324
YML099W-A	XIII	74229	74558	+	330	23	14	35	1	37	36	4	5	41	25	11	42	20	20	17	3	14	13
YMR211W	XIII	689083	690510	+	1428	261	521	384	587	440	403	502	485	434	600	479	1455	986	397	565	510	807	414
tF(GAA)M	XIII;XIII	352280;352335	352316;352370	+;+	73	1	2	0	1	3	1	0	2	1	2	5	4	1	0	2	2	0	1
YMR283C	XIII	835326	836867	-	1542	1000	1075	656	832	1079	708	844	814	759	1076	1216	1888	1514	887	909	810	1433	661
snR74	XIII	298138	298225	+	88	10	13	7	5	14	5	7	4	3	17	16	16	9	11	5	12	5	1
RNA170	XIII	667288	667456	-	169	13	34	13	56	38	28	50	52	44	55	72	65	32	19	33	48	61	24
YML078W	XIII	111002	111550	+	549	1586	3032	2125	3013	1351	2315	1891	2351	1702	3493	3432	7807	3658	1373	3586	2199	4886	2638
YMR142C	XIII;XIII	550206;551204	550801;551207	-;-	600	13402	26857	23067	36130	12214	26252	32541	30650	25209	47996	25432	77636	50918	11026	35955	37399	48901	31851
YMR203W	XIII	668492	669655	+	1164	1623	2955	1926	3212	1371	2188	2293	2904	2078	5103	3172	9569	4162	1144	4478	2703	5092	2909
YMR077C	XIII	421484	422149	-	666	1966	1417	797	1070	2627	1296	1115	1246	1449	1411	1731	3437	2008	1642	1337	1144	2217	1009
YMR245W	XIII	758563	759183	+	621	13	0	1	8	12	13	13	21	20	56	13	59	11	8	30	7	16	20
YMR284W	XIII	838187	839995	+	1809	10766	6987	4213	3023	14869	5412	4965	3683	7124	4074	5993	8050	6928	9430	3514	4225	4814	3124
YMR089C	XIII	445609	448086	-	2478	2462	2881	1587	2012	2415	1822	1739	2262	1818	2783	2985	6136	3721	2331	2483	2126	3974	1621
YMR134W	XIII	537838	538551	+	714	772	1073	1055	1087	893	1109	950	1148	1160	1253	1409	2481	1041	487	1438	1002	1877	1169
YMR290W-A	XIII	851422	851769	+	348	2	2	8	2	2	2	2	3	0	0	0	16	1	4	2	0	2	4
YMR095C	XIII	457285	457959	-	675	661	859	758	1825	1203	1359	1419	1103	1293	1732	1670	3488	2078	1048	1683	1683	2321	1395
snR83	XIII	626349	626654	+	306	1710	1990	1954	1121	1951	2090	2152	1500	1666	2127	1794	3071	1356	1372	1781	2331	1842	1295
snR73	XIII	298307	298412	+	106	0	2	2	3	0	0	3	1	2	2	2	1	0	2	1	2	1	0
tH(GUG)M	XIII	363064	363135	+	72	62	71	47	84	93	86	81	54	68	58	132	100	62	123	97	106	106	67
YMR099C	XIII	463934	464827	-	894	2004	3975	2368	3796	2191	2729	2375	3448	2505	3762	4010	9200	4623	1713	3662	3315	6165	2791
YMR132C	XIII	534944	535570	-	627	1018	879	589	878	1452	827	849	658	932	713	874	1482	1351	1122	494	880	939	492
YML115C	XIII	40187	41794	-	1608	2267	4331	3799	3857	2478	3495	4071	4708	3882	3990	4178	7428	4799	1861	4227	4866	6848	3985
snR11	XIII	652275	652532	+	258	1445	1368	664	940	1380	920	1136	1051	762	1645	1193	1819	1026	1190	1062	1119	952	644
YMR086W	XIII	439208	442090	+	2883	2051	2816	1890	2103	1439	1972	1771	2629	2187	3119	3509	6155	2571	891	3244	2616	4493	2250
YMR044W	XIII	355384	356811	+	1428	1576	1614	1159	1642	1455	1334	1142	1649	1533	1923	1950	4365	2425	966	1705	1580	2673	1258
YMR222C	XIII	715638	716309	-	672	560	774	634	922	479	668	602	693	507	1386	976	2981	1257	336	1334	671	1595	823
YMR272W-A	XIII	810466	810579	+	114	0	2	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
YMR321C	XIII	917579	917896	-	318	79	40	73	49	99	140	101	66	127	91	103	140	76	131	57	114	135	64
YML131W	XIII	10198	11295	+	1098	6709	5182	2868	2994	5350	2592	1361	2729	2367	2236	5419	7064	2457	3652	3835	1608	5050	1656
YML038C	XIII	202775	204103	-	1329	2178	4366	3157	5185	2792	3431	3460	4113	3468	2992	3385	5397	3800	1809	2936	3493	4834	2332
YML122C	XIII	26038	26418	-	381	4	6	8	11	0	2	4	2	3	5	4	16	4	6	10	3	14	4
YMR036C	XIII	341856	343520	-	1665	459	591	517	733	440	547	534	629	604	996	722	1514	648	195	796	613	946	562
YML012W	XIII	246116	246751	+	636	16921	23586	23380	16295	20622	22060	19130	16386	20296	15898	17565	28226	22742	14483	16345	17796	25532	16763
YML100W	XIII	70624	73920	+	3297	14369	16375	19276	6850	10396	13849	4690	10055	14468	20249	13435	76533	17441	4186	30341	9325	21232	13693
YMR312W	XIII	898405	899226	+	822	199	300	255	485	167	344	396	358	320	683	369	908	789	161	419	442	608	440
YML112W	XIII	45063	45953	+	891	326	578	341	624	355	338	394	482	330	711	654	1473	741	261	715	447	1120	450
YML099C	XIII	74398	77040	-	2643	562	1067	713	1579	620	602	1013	1380	840	1331	1643	2463	1288	446	1339	1256	2061	869
YML123C	XIII	24037	25800	-	1764	93	88	90	192	71	124	259	148	176	346	137	307	341	90	234	355	354	260
tV(AAC)M3	XIII	586636	586709	-	74	0	2	0	3	0	2	4	0	4	4	0	3	2	0	4	3	0	3
YMR141C	XIII	549736	550044	-	309	13	15	10	13	12	20	28	24	19	14	12	13	30	10	8	18	10	18
YMR324C	XIII	922202	922444	-	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YMR207C	XIII	677193	683564	-	6372	1047	1173	642	1851	1113	930	1325	2040	1149	1163	1540	2831	1753	673	1088	1249	1935	885
YMR236W	XIII	742971	743444	+	474	901	1628	1151	2031	936	1299	1462	1722	1021	2400	2173	4863	2525	843	2217	1655	3689	1616
YML034C-A	XIII	209428	209826	-	399	0	3	6	3	0	5	2	2	0	3	6	8	2	4	6	0	9	0
YMR204C	XIII	670063	671325	-	1263	392	507	475	590	385	447	601	684	589	1198	974	1907	698	282	911	702	1293	615
YMR011W	XIII	288079	289704	+	1626	4643	1294	865	330	1041	743	718	522	884	7604	4301	6398	1253	1337	3819	1688	5054	1162
YML008C	XIII	251839	252990	-	1152	1389	2720	2265	3032	1240	2490	2045	2274	2222	4298	2361	10137	4047	877	3711	2416	4264	2964
YMR109W	XIII	486587	490246	+	3660	1720	2441	1477	2667	1651	1394	1902	2590	1711	3170	3538	6226	2630	956	2817	2223	3748	1893
YMR004W	XIII	274017	275552	+	1536	1192	1721	925	1459	1027	903	987	1529	1040	1686	2326	3781	1699	706	1659	1422	2979	1057
